ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215189_at	0.8079507	5.77e-01	-0.5589563	-5.8133	-0.06701709	LOC100509764///KRT86	uncharacterized LOC100509764///keratin 86
207692_s_at	0.8079507	5.77e-01	-0.5589489	-5.81331	-0.05245374	ACAN	aggrecan
216345_at	0.8079507	5.77e-01	-0.5589196	-5.81332	-0.08057525	ZSWIM8	zinc finger SWIM-type containing 8
205858_at	0.8079507	5.77e-01	0.5589188	-5.81332	0.08989751	NGFR	nerve growth factor receptor
205556_at	0.8079507	5.77e-01	0.5588784	-5.81334	0.0894541	MSX2	msh homeobox 2
204254_s_at	0.8079507	5.77e-01	0.5588517	-5.81336	0.04138123	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor
208177_at	0.8079507	5.77e-01	-0.558805	-5.81338	-0.0800828	SLC34A1	solute carrier family 34 member 1
203369_x_at	0.8081292	5.77e-01	-0.5585648	-5.81351	-0.08725155	PDLIM7	PDZ and LIM domain 7
206195_x_at	0.8081389	5.77e-01	0.5585015	-5.81354	0.06199059	GH2	growth hormone 2
204233_s_at	0.8081769	5.77e-01	0.5584085	-5.81359	0.07311024	CHKA	choline kinase alpha
216563_at	0.8082379	5.77e-01	-0.5582915	-5.81365	-0.05549254	ANKRD12	ankyrin repeat domain 12
204889_s_at	0.8083096	5.77e-01	-0.5581631	-5.81372	-0.05158041	NEURL1	neuralized E3 ubiquitin protein ligase 1
205772_s_at	0.8083292	5.77e-01	-0.5580895	-5.81376	-0.06120847	AKAP7	A-kinase anchoring protein 7
208877_at	0.808334	5.77e-01	0.5580212	-5.81379	0.0352827	PAK2	p21 (RAC1) activated kinase 2
210755_at	0.808334	5.77e-01	0.5579781	-5.81382	0.04900999	HGF	hepatocyte growth factor
213290_at	0.8084371	5.77e-01	-0.5577921	-5.81391	-0.05714658	COL6A2	collagen type VI alpha 2 chain
209295_at	0.8084371	5.78e-01	0.5576193	-5.814	0.04540803	TNFRSF10B	TNF receptor superfamily member 10b
206301_at	0.8084371	5.78e-01	-0.5575902	-5.81402	-0.0399995	TEC	tec protein tyrosine kinase
212349_at	0.8084371	5.78e-01	0.55758	-5.81402	0.04175879	POFUT1	protein O-fucosyltransferase 1
207764_s_at	0.8084371	5.78e-01	0.5574717	-5.81408	0.08945666	HIPK3	homeodomain interacting protein kinase 3
215868_x_at	0.8084371	5.78e-01	0.5574571	-5.81409	0.07213707		
217733_s_at	0.8084371	5.78e-01	0.5573891	-5.81412	0.041536	TMSB10	thymosin beta 10
220287_at	0.8084371	5.78e-01	-0.5573875	-5.81412	-0.03214598	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
206481_s_at	0.8084371	5.78e-01	0.5573848	-5.81413	0.06412417	LDB2	LIM domain binding 2
201107_s_at	0.8084371	5.78e-01	-0.5572786	-5.81418	-0.07103187	THBS1	thrombospondin 1
205579_at	0.8084371	5.78e-01	-0.5571467	-5.81425	-0.05118874	HRH1	histamine receptor H1
202293_at	0.8084371	5.78e-01	0.5571287	-5.81426	0.03946509	STAG1	stromal antigen 1
221511_x_at	0.8084371	5.78e-01	-0.5571225	-5.81426	-0.04706506	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
219869_s_at	0.8084371	5.78e-01	-0.5571111	-5.81427	-0.07063101	SLC39A8	solute carrier family 39 member 8
200955_at	0.8084371	5.78e-01	-0.5570369	-5.81431	-0.02908536	IMMT	inner membrane mitochondrial protein
213825_at	0.8084371	5.78e-01	0.5569869	-5.81433	0.07809027	OLIG2	oligodendrocyte lineage transcription factor 2
220474_at	0.8084371	5.78e-01	-0.556966	-5.81434	-0.1019404	SLC25A21	solute carrier family 25 member 21
207720_at	0.8086201	5.78e-01	0.556721	-5.81447	0.09255609	LOR	loricrin
207070_at	0.8088315	5.78e-01	-0.5564464	-5.81462	-0.08069697	RGR	retinal G protein coupled receptor
212344_at	0.8088964	5.78e-01	0.5562174	-5.81473	0.07566598	SULF1	sulfatase 1
216217_at	0.8088964	5.79e-01	-0.5561838	-5.81475	-0.05490495	PLCL2	phospholipase C like 2
37462_i_at	0.8088964	5.79e-01	0.5561822	-5.81475	0.04105979	SF3A2	splicing factor 3a subunit 2
202033_s_at	0.8088964	5.79e-01	-0.5561657	-5.81476	-0.04467193	RB1CC1	RB1 inducible coiled-coil 1
213780_at	0.809102	5.79e-01	0.5558606	-5.81492	0.09057257	TCHH	trichohyalin
201457_x_at	0.809102	5.79e-01	-0.5558439	-5.81493	-0.03992354	BUB3	BUB3, mitotic checkpoint protein
210945_at	0.8091502	5.79e-01	0.5556748	-5.81502	0.08907772	COL4A6	collagen type IV alpha 6 chain
211754_s_at	0.8091502	5.79e-01	-0.555672	-5.81502	-0.02895917	SLC25A17	solute carrier family 25 member 17
214135_at	0.8091502	5.79e-01	-0.5556313	-5.81504	-0.06687459	CLDN18	claudin 18
214223_at	0.8091502	5.79e-01	0.5555697	-5.81507	0.08020264	PTP4A3	protein tyrosine phosphatase type IVA, member 3
202305_s_at	0.8091502	5.79e-01	0.5555275	-5.81509	0.05259409	FEZ2	fasciculation and elongation protein zeta 2
214063_s_at	0.809246	5.79e-01	-0.5552261	-5.81525	-0.12934497	TF	transferrin
219268_at	0.809246	5.79e-01	0.555216	-5.81526	0.04641398	ETNK2	ethanolamine kinase 2
212278_x_at	0.809246	5.79e-01	0.5551559	-5.81529	0.05972135	UBE3A	ubiquitin protein ligase E3A
207894_s_at	0.809246	5.79e-01	0.5551499	-5.81529	0.0712167	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
221419_s_at	0.809246	5.79e-01	-0.5549872	-5.81537	-0.04555334		
207531_at	0.809246	5.79e-01	0.5549518	-5.81539	0.08630495	CRYGC	crystallin gamma C
220197_at	0.809246	5.79e-01	-0.5549196	-5.81541	-0.08753432	ATP6V0A4	ATPase H+ transporting V0 subunit a4
216950_s_at	0.809246	5.79e-01	-0.5549187	-5.81541	-0.05101875	FCGR1CP///FCGR1B///FCGR1A	Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia
218386_x_at	0.809246	5.79e-01	-0.5549085	-5.81542	-0.02825312	USP16	ubiquitin specific peptidase 16
215097_at	0.809246	5.79e-01	-0.554859	-5.81544	-0.08426062	CAPZB	capping actin protein of muscle Z-line beta subunit
AFFX-r2-Hs28SrRNA-3_at	0.809246	5.79e-01	-0.5548136	-5.81547	-0.075078		
204971_at	0.809246	5.80e-01	-0.5547022	-5.81552	-0.1091899	CSTA	cystatin A
202837_at	0.809246	5.80e-01	0.5547016	-5.81552	0.07794911	TRAFD1	TRAF-type zinc finger domain containing 1
216130_at	0.809246	5.80e-01	-0.5546256	-5.81556	-0.07014072		
214511_x_at	0.809246	5.80e-01	-0.5545887	-5.81558	-0.05120038	FCGR1B	Fc fragment of IgG receptor Ib
207350_s_at	0.809246	5.80e-01	-0.5545765	-5.81559	-0.03727631	VAMP4	vesicle associated membrane protein 4
214599_at	0.8093414	5.80e-01	-0.5544116	-5.81567	-0.05049407	IVL	involucrin
212222_at	0.8093414	5.80e-01	-0.5543702	-5.8157	-0.0390528	PSME4	proteasome activator subunit 4
222137_at	0.8096826	5.80e-01	-0.5539593	-5.81591	-0.08382167	CC2D1A	coiled-coil and C2 domain containing 1A
213225_at	0.8097167	5.80e-01	0.5538705	-5.81595	0.04576202	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
219572_at	0.8097359	5.80e-01	0.5537972	-5.81599	0.06044322	CADPS2	calcium dependent secretion activator 2
208410_x_at	0.8098414	5.80e-01	0.5536335	-5.81608	0.07431442	AMELX	amelogenin, X-linked
203820_s_at	0.8100774	5.80e-01	-0.5533329	-5.81623	-0.09952984	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
215547_at	0.8102225	5.81e-01	0.5531277	-5.81634	0.07570639	TSC22D2	TSC22 domain family member 2
213515_x_at	0.8103904	5.81e-01	0.5528985	-5.81646	0.06733118	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
208511_at	0.810491	5.81e-01	0.55274	-5.81654	0.07284894	PTTG3P	pituitary tumor-transforming 3, pseudogene
220598_at	0.8104986	5.81e-01	-0.5526788	-5.81657	-0.0871344	CARD14	caspase recruitment domain family member 14
218112_at	0.8105216	5.81e-01	0.5525773	-5.81663	0.04278695	MRPS34	mitochondrial ribosomal protein S34
222100_at	0.8105216	5.81e-01	-0.5525484	-5.81664	-0.07293049	CYP2E1	cytochrome P450 family 2 subfamily E member 1
206711_at	0.8106063	5.81e-01	-0.5523542	-5.81674	-0.05758897	TMEM257	transmembrane protein 257
211837_s_at	0.8106063	5.81e-01	-0.5523034	-5.81677	-0.06786066	PTCRA	pre T-cell antigen receptor alpha
217532_x_at	0.8106063	5.81e-01	-0.5523001	-5.81677	-0.06853885		
211037_s_at	0.8107309	5.81e-01	0.5521163	-5.81686	0.08600189	MBOAT7	membrane bound O-acyltransferase domain containing 7
210443_x_at	0.8108397	5.81e-01	0.551942	-5.81695	0.04583156	OGFR	opioid growth factor receptor
205390_s_at	0.8108397	5.81e-01	-0.551896	-5.81698	-0.06892889	ANK1	ankyrin 1
209073_s_at	0.8109907	5.82e-01	-0.5516845	-5.81709	-0.03581221	LOC101930388///LOC101928143///NUMB	uncharacterized LOC101930388///uncharacterized LOC101928143///NUMB, endocytic adaptor protein
207063_at	0.8112743	5.82e-01	0.5513229	-5.81727	0.07293476	TTTY14	testis-specific transcript, Y-linked 14 (non-protein coding)
202197_at	0.8112743	5.82e-01	-0.551281	-5.8173	-0.0280898	MTMR3	myotubularin related protein 3
218445_at	0.8112812	5.82e-01	-0.5512205	-5.81733	-0.09116684	H2AFY2	H2A histone family member Y2
205013_s_at	0.8112855	5.82e-01	-0.5511548	-5.81736	-0.06080417	SPECC1L-ADORA2A///ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor
220374_at	0.8112855	5.82e-01	-0.5511007	-5.81739	-0.08573556	KLHL28	kelch like family member 28
204028_s_at	0.8112855	5.82e-01	0.5510566	-5.81741	0.04083796	RABGAP1	RAB GTPase activating protein 1
204973_at	0.8113801	5.82e-01	0.5508613	-5.81751	0.06308943	GJB1	gap junction protein beta 1
207246_at	0.8113801	5.82e-01	0.5508511	-5.81752	0.08222255	ZFY	zinc finger protein, Y-linked
202649_x_at	0.8114517	5.82e-01	-0.5507228	-5.81758	-0.03450543	RPS19	ribosomal protein S19
220498_at	0.8115507	5.82e-01	-0.5505658	-5.81766	-0.07257892	ACTL7B	actin like 7B
208137_x_at	0.8115616	5.82e-01	-0.5505012	-5.8177	-0.0413425	ZNF611	zinc finger protein 611
208364_at	0.8116691	5.83e-01	0.5503355	-5.81778	0.06673601	INPP4A	inositol polyphosphate-4-phosphatase type I A
208994_s_at	0.8116698	5.83e-01	0.5502815	-5.81781	0.03535204	PPIG	peptidylprolyl isomerase G
204868_at	0.8116769	5.83e-01	0.5501758	-5.81787	0.04476379	MRPL58	mitochondrial ribosomal protein L58
204583_x_at	0.8116769	5.83e-01	-0.5501678	-5.81787	-0.06978207	KLK3	kallikrein related peptidase 3
217353_at	0.8117743	5.83e-01	0.5500004	-5.81796	0.06157751		
202019_s_at	0.8117743	5.83e-01	-0.5499592	-5.81798	-0.03584645	LANCL1	LanC like 1
221232_s_at	0.8119082	5.83e-01	0.5497657	-5.81808	0.08368494	ANKRD2	ankyrin repeat domain 2
212772_s_at	0.8119784	5.83e-01	0.549639	-5.81814	0.03787824	ABCA2	ATP binding cassette subfamily A member 2
209094_at	0.8121104	5.83e-01	0.5494475	-5.81824	0.04918163	DDAH1	dimethylarginine dimethylaminohydrolase 1
208289_s_at	0.8121531	5.83e-01	0.5493365	-5.8183	0.03386112	EI24	EI24, autophagy associated transmembrane protein
220283_at	0.8121531	5.83e-01	0.5492964	-5.81832	0.05538447	HHIPL2	HHIP like 2
215046_at	0.8122093	5.83e-01	-0.5491843	-5.81838	-0.06757681	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
219633_at	0.812355	5.83e-01	-0.5489784	-5.81848	-0.04657703	TTPAL	alpha tocopherol transfer protein like
215286_s_at	0.8123732	5.84e-01	-0.5488847	-5.81853	-0.06664043	PHTF2	putative homeodomain transcription factor 2
206071_s_at	0.8123732	5.84e-01	-0.5488131	-5.81857	-0.10534187	EPHA3	EPH receptor A3
221940_at	0.8123732	5.84e-01	0.5487997	-5.81857	0.04297857	RPUSD2	RNA pseudouridylate synthase domain containing 2
211675_s_at	0.8124187	5.84e-01	0.5486595	-5.81865	0.05622773	MDFIC	MyoD family inhibitor domain containing
203717_at	0.8124187	5.84e-01	-0.5486203	-5.81867	-0.05941593	DPP4	dipeptidyl peptidase 4
210362_x_at	0.8124187	5.84e-01	-0.5485871	-5.81868	-0.09187523	PML	promyelocytic leukemia
207480_s_at	0.8124187	5.84e-01	0.5485393	-5.81871	0.06321467	MEIS2	Meis homeobox 2
213235_at	0.8124218	5.84e-01	-0.5484829	-5.81874	-0.05455019	KNOP1	lysine rich nucleolar protein 1
208391_s_at	0.8124435	5.84e-01	0.5484069	-5.81878	0.0650201	GLP1R	glucagon like peptide 1 receptor
212584_at	0.8124453	5.84e-01	0.5483519	-5.8188	0.02777999	AQR	aquarius intron-binding spliceosomal factor
209926_at	0.812458	5.84e-01	0.5482854	-5.81884	0.04930043	BORCS8	BLOC-1 related complex subunit 8
205797_s_at	0.8124743	5.84e-01	-0.5480582	-5.81896	-0.06824362	TCP11L1	t-complex 11 like 1
202890_at	0.8124743	5.84e-01	0.5480141	-5.81898	0.06703309	MAP7	microtubule associated protein 7
205600_x_at	0.8124743	5.84e-01	0.5480071	-5.81898	0.03842611	HOXB5	homeobox B5
219949_at	0.8124743	5.84e-01	0.5480049	-5.81898	0.10394518	LRRC2	leucine rich repeat containing 2
217230_at	0.8124743	5.84e-01	0.5479735	-5.819	0.05866139	EZR	ezrin
209967_s_at	0.8124743	5.84e-01	0.5479331	-5.81902	0.06817126	CREM	cAMP responsive element modulator
AFFX-r2-Hs18SrRNA-5_at	0.8124743	5.84e-01	-0.5478961	-5.81904	-0.09349801		
207984_s_at	0.8127371	5.84e-01	0.5475674	-5.81921	0.04568611	MPP2	membrane palmitoylated protein 2
220844_at	0.8127885	5.84e-01	0.5474604	-5.81926	0.08249693	TCEB3B	transcription elongation factor B subunit 3B
209932_s_at	0.8128238	5.85e-01	0.5473702	-5.81931	0.03628405	DUT	deoxyuridine triphosphatase
208035_at	0.8128467	5.85e-01	0.547293	-5.81935	0.0425943	GRM6	glutamate metabotropic receptor 6
210017_at	0.8129704	5.85e-01	-0.5471102	-5.81944	-0.05012539	MALT1	MALT1 paracaspase
222289_at	0.8129795	5.85e-01	0.5470474	-5.81947	0.0726844	KCNC2	potassium voltage-gated channel subfamily C member 2
205524_s_at	0.8131177	5.85e-01	-0.5468493	-5.81958	-0.08195431	HAPLN1	hyaluronan and proteoglycan link protein 1
204705_x_at	0.8132653	5.85e-01	-0.5466414	-5.81968	-0.04567507	ALDOB	aldolase, fructose-bisphosphate B
203810_at	0.8132818	5.85e-01	0.5465386	-5.81973	0.04545245	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
215385_at	0.8132818	5.85e-01	-0.5465177	-5.81975	-0.0523069		
204863_s_at	0.8134943	5.85e-01	-0.5462419	-5.81989	-0.07758699	IL6ST	interleukin 6 signal transducer
218138_at	0.8135309	5.85e-01	0.5461503	-5.81993	0.02945436	MKKS	McKusick-Kaufman syndrome
214889_at	0.8137474	5.86e-01	-0.5458701	-5.82008	-0.0970705	FAM149A	family with sequence similarity 149 member A
208653_s_at	0.813881	5.86e-01	0.5456716	-5.82018	0.07597511	CD164	CD164 molecule
210871_x_at	0.813881	5.86e-01	0.5456237	-5.8202	0.04352872	SSX2IP	SSX family member 2 interacting protein
217265_at	0.8140091	5.86e-01	-0.5454362	-5.8203	-0.04250958		
200881_s_at	0.8142398	5.86e-01	0.5450663	-5.82049	0.03895549	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
219103_at	0.8142398	5.86e-01	0.545036	-5.8205	0.06553532	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
218804_at	0.8142398	5.86e-01	0.5450348	-5.8205	0.08383055	ANO1	anoctamin 1
206037_at	0.8143693	5.86e-01	-0.544846	-5.8206	-0.03278839	KYAT1	kynurenine aminotransferase 1
211272_s_at	0.8144241	5.86e-01	-0.5447353	-5.82066	-0.08852772	DGKA	diacylglycerol kinase alpha
220448_at	0.8146474	5.87e-01	0.5444481	-5.8208	0.11482197	KCNK12	potassium two pore domain channel subfamily K member 12
211905_s_at	0.8148738	5.87e-01	-0.5441576	-5.82095	-0.05658537	ITGB4	integrin subunit beta 4
210735_s_at	0.8149841	5.87e-01	-0.5439881	-5.82104	-0.0996874	CA12	carbonic anhydrase 12
200049_at	0.8149841	5.87e-01	0.5439224	-5.82107	0.04644902	KAT7	lysine acetyltransferase 7
204333_s_at	0.8149841	5.87e-01	0.5438824	-5.82109	0.05439724	AGA	aspartylglucosaminidase
203941_at	0.8150788	5.87e-01	-0.54373	-5.82117	-0.03123527	INTS9	integrator complex subunit 9
207621_s_at	0.8151846	5.87e-01	-0.5435659	-5.82125	-0.05045141	PEMT	phosphatidylethanolamine N-methyltransferase
212921_at	0.8152744	5.87e-01	0.5433878	-5.82134	0.04791544	SMYD2	SET and MYND domain containing 2
222239_s_at	0.8152744	5.87e-01	0.5433441	-5.82137	0.04057867	INTS6	integrator complex subunit 6
214952_at	0.8152744	5.87e-01	-0.5433121	-5.82138	-0.07634891	NCAM1	neural cell adhesion molecule 1
209981_at	0.8153414	5.87e-01	0.5431611	-5.82146	0.06991789	CSDC2	cold shock domain containing C2
AFFX-HUMRGE/M10098_M_at	0.8153414	5.87e-01	0.5431355	-5.82147	0.08970949		
213350_at	0.8155401	5.88e-01	-0.5428369	-5.82162	-0.05905984	RPS11	ribosomal protein S11
217887_s_at	0.8155401	5.88e-01	-0.5428208	-5.82163	-0.04078641	EPS15	epidermal growth factor receptor pathway substrate 15
221954_at	0.8156586	5.88e-01	0.5426258	-5.82173	0.03211577	OSER1	oxidative stress responsive serine rich 1
200782_at	0.8156586	5.88e-01	0.5425902	-5.82175	0.03346278	ANXA5	annexin A5
202646_s_at	0.8156875	5.88e-01	-0.5425067	-5.82179	-0.03633272	CSDE1	cold shock domain containing E1
209397_at	0.8157632	5.88e-01	0.5423327	-5.82188	0.03995719	ME2	malic enzyme 2
216889_s_at	0.8157632	5.88e-01	-0.5422672	-5.82191	-0.06700351	HNF4A	hepatocyte nuclear factor 4 alpha
220088_at	0.8157632	5.88e-01	0.5421505	-5.82197	0.05748963	C5AR1	complement component 5a receptor 1
219610_at	0.8157632	5.88e-01	0.5420875	-5.822	0.07799098	ARHGEF28	Rho guanine nucleotide exchange factor 28
211412_at	0.8157632	5.88e-01	-0.5420694	-5.82201	-0.104888	PADI4	peptidyl arginine deiminase 4
203425_s_at	0.8157632	5.88e-01	0.5420266	-5.82204	0.0979947	IGFBP5	insulin like growth factor binding protein 5
202871_at	0.8157632	5.88e-01	0.5419857	-5.82206	0.06433899	TRAF4	TNF receptor associated factor 4
219383_at	0.8157632	5.88e-01	-0.5418508	-5.82212	-0.07892583	PRR5L	proline rich 5 like
213707_s_at	0.8157632	5.88e-01	-0.5418276	-5.82214	-0.10913859	DLX5	distal-less homeobox 5
200930_s_at	0.8157632	5.88e-01	-0.5417839	-5.82216	-0.07783783	VCL	vinculin
203699_s_at	0.8157632	5.88e-01	0.5417614	-5.82217	0.09560285	DIO2	deiodinase, iodothyronine, type II
218702_at	0.8157632	5.88e-01	0.5417321	-5.82219	0.03468258	SARS2	seryl-tRNA synthetase 2, mitochondrial
218884_s_at	0.8157632	5.88e-01	0.5416917	-5.82221	0.04061919	GUF1	GUF1 homolog, GTPase
220246_at	0.8157632	5.88e-01	-0.5416824	-5.82221	-0.08582256	CAMK1D	calcium/calmodulin dependent protein kinase ID
213200_at	0.8158534	5.89e-01	0.5415346	-5.82229	0.0669255	SYP	synaptophysin
213387_at	0.8158827	5.89e-01	0.5414507	-5.82233	0.03793724	ATAD2B	ATPase family, AAA domain containing 2B
203461_at	0.8159321	5.89e-01	-0.5413458	-5.82238	-0.05991178	CHD2	chromodomain helicase DNA binding protein 2
200083_at	0.8160592	5.89e-01	0.5411593	-5.82248	0.03102244	USP22	ubiquitin specific peptidase 22
202699_s_at	0.8161837	5.89e-01	-0.5409756	-5.82257	-0.04589686	TMEM63A	transmembrane protein 63A
202798_at	0.8162759	5.89e-01	0.5407934	-5.82266	0.03331785	SEC24B	SEC24 homolog B, COPII coat complex component
213095_x_at	0.8162759	5.89e-01	-0.5407725	-5.82267	-0.08532146	AIF1	allograft inflammatory factor 1
207374_at	0.816347	5.89e-01	-0.5406448	-5.82274	-0.05577699	PLSCR2	phospholipid scramblase 2
205108_s_at	0.8163586	5.89e-01	-0.5405794	-5.82277	-0.07598671	APOB	apolipoprotein B
203138_at	0.8164489	5.89e-01	0.5404315	-5.82284	0.03974845	HAT1	histone acetyltransferase 1
201875_s_at	0.8164649	5.89e-01	-0.5403539	-5.82288	-0.04735829	MPZL1	myelin protein zero like 1
208375_at	0.8164649	5.89e-01	-0.5403041	-5.82291	-0.0969116	IFNA1	interferon alpha 1
207778_at	0.8164649	5.89e-01	-0.540224	-5.82295	-0.06301304	REG1CP	regenerating family member 1 gamma, pseudogene
215145_s_at	0.8164649	5.89e-01	0.5402019	-5.82296	0.09450695	CNTNAP2	contactin associated protein-like 2
220307_at	0.8166482	5.90e-01	-0.5398543	-5.82314	-0.07362003	CD244	CD244 molecule
217173_s_at	0.8166482	5.90e-01	-0.5398083	-5.82316	-0.06689378	LDLR	low density lipoprotein receptor
221252_s_at	0.8166482	5.90e-01	-0.5397568	-5.82319	-0.08202977	GSG1	germ cell associated 1
207759_s_at	0.8166482	5.90e-01	0.5396698	-5.82323	0.0523233	TSNAX-DISC1///DISC1	TSNAX-DISC1 readthrough (NMD candidate)///disrupted in schizophrenia 1
218740_s_at	0.8166482	5.90e-01	0.5396629	-5.82323	0.04159876	CDK5RAP3	CDK5 regulatory subunit associated protein 3
206110_at	0.8166482	5.90e-01	0.5396581	-5.82324	0.13313296	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a
201993_x_at	0.8166482	5.90e-01	-0.5396373	-5.82325	-0.02324812	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
210545_at	0.8167072	5.90e-01	0.5394889	-5.82332	0.05618644	ITSN2	intersectin 2
217365_at	0.8167072	5.90e-01	-0.5394691	-5.82333	-0.04602209	PRAMEF11	PRAME family member 11
205900_at	0.8167284	5.90e-01	0.5393936	-5.82337	0.05366313	KRT1	keratin 1
204607_at	0.8168201	5.90e-01	0.5392443	-5.82344	0.19375668	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
203869_at	0.8168582	5.90e-01	0.5391511	-5.82349	0.04012889	USP46	ubiquitin specific peptidase 46
212896_at	0.8168675	5.90e-01	-0.5390698	-5.82353	-0.02834181	SKIV2L2	Ski2 like RNA helicase 2
203914_x_at	0.8168675	5.90e-01	-0.5390349	-5.82355	-0.09801952	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
201176_s_at	0.8169297	5.90e-01	-0.5389166	-5.82361	-0.03467443	ARCN1	archain 1
203919_at	0.8170458	5.91e-01	0.5386408	-5.82375	0.07155838	TCEA2	transcription elongation factor A2
205820_s_at	0.8170458	5.91e-01	0.5386042	-5.82377	0.06060841	APOC3	apolipoprotein C3
200892_s_at	0.8170458	5.91e-01	-0.5385559	-5.82379	-0.03057272	TRA2B	transformer 2 beta homolog (Drosophila)
219313_at	0.8170458	5.91e-01	0.5385147	-5.82381	0.08336829	GRAMD1C	GRAM domain containing 1C
206670_s_at	0.8170458	5.91e-01	-0.5384626	-5.82384	-0.09163269	GAD1	glutamate decarboxylase 1
221165_s_at	0.8170458	5.91e-01	0.5384425	-5.82385	0.05954774	IL22	interleukin 22
210698_at	0.8170458	5.91e-01	0.5384224	-5.82386	0.09146702		
39891_at	0.8171215	5.91e-01	0.5382848	-5.82393	0.02822885	ZNF710	zinc finger protein 710
222149_x_at	0.8171215	5.91e-01	0.5382367	-5.82395	0.05475828	GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G	golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member E, pseudogene///golgin A8 family member G
